,Season,Name,Salary,Pos,Age,Team,GP,GS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,GS/GP,MPG,ORPG,DRPG,RPG,APG,SPG,BPG,TPG,PFPG,PPG,FGPG,FGAPG,3PPG,3PAPG,2PPG,2PAPG,FTPG,FTAPG,Cap,% of Cap
7172,2008.0,Johan Petro,1939893.0,5.0,22.0,OKC,72.0,28.0,10.0,0.45299999999999996,0.002,0.198,8.2,22.6,15.4,3.8,1.3,2.3,13.3,18.2,-1.1,1.5,0.4,0.013999999999999999,-5.5,0.0,-5.5,-1.1,0.419,0.0,0.42,0.419,0.736,0.3888888888888889,18.194444444444443,1.3611111111111112,3.7777777777777777,5.138888888888889,0.4444444444444444,0.4861111111111111,0.5833333333333334,1.0138888888888888,2.4027777777777777,6.0,2.5555555555555554,6.097222222222222,0.0,0.013888888888888888,2.5555555555555554,6.083333333333333,0.8888888888888888,1.2083333333333333,58680000,3.30588445807771
7173,2008.0,John Salmons,5104000.0,2.0,28.0,SAC,81.0,41.0,13.9,0.556,0.15,0.325,3.6,12.6,8.2,13.4,1.9,1.0,15.7,19.2,2.0,1.7,3.7,0.071,-0.5,-0.1,-0.6,0.9,0.47700000000000004,0.325,0.504,0.501,0.823,0.5061728395061729,31.074074074074073,0.9382716049382716,3.3703703703703702,4.308641975308642,2.567901234567901,1.1481481481481481,0.38271604938271603,2.0987654320987654,2.111111111111111,12.530864197530864,4.703703703703703,9.864197530864198,0.48148148148148145,1.4814814814814814,4.222222222222222,8.382716049382717,2.6419753086419755,3.2098765432098766,58680000,8.698023176550784
7174,2008.0,Jordan Farmar,1080000.0,1.0,21.0,LAL,82.0,0.0,15.4,0.563,0.48700000000000004,0.124,2.7,9.1,6.0,20.5,2.3,0.2,14.0,20.2,2.1,1.8,3.9,0.111,1.9,-1.2,0.7,1.2,0.461,0.371,0.546,0.552,0.679,0.0,20.609756097560975,0.47560975609756095,1.7560975609756098,2.231707317073171,2.7439024390243905,0.9390243902439024,0.06097560975609756,1.3170731707317074,1.2804878048780488,9.134146341463415,3.548780487804878,7.695121951219512,1.3902439024390243,3.7439024390243905,2.158536585365854,3.951219512195122,0.6463414634146342,0.9512195121951219,58680000,1.8404907975460123
7176,2008.0,Jose Calderon,7438018.0,1.0,26.0,TOR,82.0,56.0,20.5,0.607,0.26,0.17,1.6,9.7,5.6,42.3,1.9,0.2,14.2,16.8,8.1,2.2,10.2,0.19699999999999998,4.0,-1.5,2.6,2.9,0.519,0.429,0.551,0.575,0.9079999999999999,0.6829268292682927,30.29268292682927,0.4146341463414634,2.4634146341463414,2.8780487804878048,8.268292682926829,1.0609756097560976,0.07317073170731707,1.5365853658536586,1.6341463414634145,11.24390243902439,4.475609756097561,8.621951219512194,0.9634146341463414,2.2439024390243905,3.5121951219512195,6.378048780487805,1.329268292682927,1.4634146341463414,58680000,12.675558963871847
7177,2008.0,Josh Boone,1212120.0,4.0,23.0,BRK,70.0,53.0,14.8,0.5429999999999999,0.0,0.5,12.5,20.8,16.6,5.3,1.1,2.7,11.4,15.4,1.9,1.8,3.7,0.1,-1.8,0.6,-1.2,0.3,0.5479999999999999,0.0,0.5479999999999999,0.5479999999999999,0.456,0.7571428571428571,25.32857142857143,2.742857142857143,4.5285714285714285,7.271428571428571,0.7857142857142857,0.5142857142857142,0.8714285714285714,0.9714285714285714,2.2142857142857144,8.214285714285714,3.4,6.2,0.0,0.0,3.4,6.2,1.4142857142857144,3.1,58680000,2.065644171779141
7179,2008.0,Josh Howard,9945000.0,3.0,27.0,DAL,76.0,76.0,18.3,0.534,0.168,0.308,5.2,16.7,11.2,10.6,1.1,0.9,7.5,25.9,4.8,3.2,8.0,0.14,1.3,-0.5,0.8,1.9,0.455,0.319,0.48200000000000004,0.48200000000000004,0.813,1.0,36.276315789473685,1.5789473684210527,5.421052631578948,7.0,2.1578947368421053,0.7763157894736842,0.42105263157894735,1.5,2.6578947368421053,19.907894736842106,7.4605263157894735,16.407894736842106,0.881578947368421,2.763157894736842,6.578947368421052,13.644736842105264,4.105263157894737,5.052631578947368,58680000,16.947852760736197
7181,2008.0,Josh Powell,854957.0,5.0,25.0,LAC,64.0,25.0,10.7,0.5,0.01,0.276,10.7,20.4,15.6,6.4,0.6,1.4,15.5,15.7,0.1,1.0,1.1,0.042,-3.9,-0.3,-4.1,-0.7,0.46,0.0,0.465,0.46,0.7240000000000001,0.390625,19.1875,1.796875,3.375,5.171875,0.734375,0.21875,0.359375,1.015625,2.03125,5.515625,2.265625,4.921875,0.0,0.046875,2.265625,4.875,0.984375,1.359375,58680000,1.4569819359236538
7182,2008.0,Josh Smith,10000000.0,4.0,22.0,ATL,81.0,81.0,19.0,0.52,0.087,0.414,6.6,20.4,13.5,16.6,2.3,5.9,15.5,25.0,1.2,4.6,5.8,0.09699999999999999,-0.7,3.8,3.1,3.7,0.457,0.253,0.47700000000000004,0.46799999999999997,0.71,1.0,35.46913580246913,1.9876543209876543,6.246913580246914,8.234567901234568,3.3580246913580245,1.5185185185185186,2.802469135802469,3.0246913580246915,3.3209876543209877,17.209876543209877,6.395061728395062,13.987654320987655,0.30864197530864196,1.2222222222222223,6.08641975308642,12.765432098765432,4.111111111111111,5.790123456790123,58680000,17.04158145875937
7185,2008.0,Juan Dixon,998398.0,1.0,29.0,TOR,36.0,0.0,10.7,0.45399999999999996,0.244,0.11900000000000001,2.5,10.7,6.6,23.4,2.6,0.4,17.2,22.6,-0.5,0.5,0.0,0.002,-2.8,-0.3,-3.2,-0.1,0.369,0.436,0.34700000000000003,0.42200000000000004,0.9470000000000001,0.0,11.777777777777779,0.25,1.0555555555555556,1.3055555555555556,1.8055555555555556,0.5833333333333334,0.05555555555555555,0.9722222222222222,1.0555555555555556,4.25,1.6388888888888888,4.444444444444445,0.4722222222222222,1.0833333333333333,1.1666666666666667,3.361111111111111,0.5,0.5277777777777778,58680000,1.701428084526244
7186,2008.0,Juan Dixon,998398.0,1.0,29.0,DET,17.0,0.0,12.4,0.544,0.337,0.071,2.9,10.8,6.9,23.1,0.0,0.0,15.8,23.2,0.1,0.2,0.3,0.068,0.1,-2.8,-2.7,0.0,0.48,0.39399999999999996,0.523,0.546,0.429,0.0,14.352941176470589,0.35294117647058826,1.2941176470588236,1.6470588235294117,1.8823529411764706,0.0,0.0,1.1176470588235294,1.411764705882353,6.470588235294118,2.764705882352941,5.764705882352941,0.7647058823529411,1.9411764705882353,2.0,3.823529411764706,0.17647058823529413,0.4117647058823529,58680000,1.701428084526244
7187,2008.0,Julian Wright,1869600.0,3.0,20.0,NOP,57.0,1.0,15.4,0.581,0.142,0.308,5.9,15.7,10.7,9.5,2.4,1.5,15.1,16.4,0.7,0.9,1.7,0.126,-1.0,1.6,0.6,0.4,0.5329999999999999,0.41700000000000004,0.552,0.562,0.635,0.017543859649122806,11.228070175438596,0.5789473684210527,1.4736842105263157,2.0526315789473686,0.7017543859649122,0.5087719298245614,0.21052631578947367,0.5964912280701754,0.7543859649122807,3.912280701754386,1.5789473684210527,2.9649122807017543,0.17543859649122806,0.42105263157894735,1.4035087719298245,2.543859649122807,0.5789473684210527,0.9122807017543859,58680000,3.1860940695296525
7191,2008.0,Juwan Howard,7375500.0,4.0,34.0,DAL,50.0,0.0,4.1,0.406,0.0,0.21899999999999997,7.1,19.0,13.3,6.9,0.8,0.4,19.5,11.5,-0.3,0.4,0.1,0.016,-5.4,0.5,-4.9,-0.3,0.359,0.0,0.359,0.359,0.7859999999999999,0.0,7.06,0.42,1.2,1.62,0.34,0.1,0.04,0.34,1.24,1.14,0.46,1.28,0.0,0.0,0.46,1.28,0.22,0.28,58680000,12.569018404907975
7193,2008.0,Kareem Rush,926678.0,2.0,27.0,IND,71.0,15.0,10.0,0.5,0.46,0.07400000000000001,1.3,11.0,6.1,9.3,1.4,1.0,9.5,18.7,-0.2,1.2,1.0,0.033,-1.9,-1.3,-3.1,-0.4,0.401,0.389,0.41,0.49,0.7140000000000001,0.2112676056338028,21.183098591549296,0.2676056338028169,2.0985915492957745,2.3661971830985915,1.2535211267605635,0.5915492957746479,0.2676056338028169,0.8732394366197183,1.5211267605633803,8.28169014084507,3.211267605633803,8.014084507042254,1.4366197183098592,3.6901408450704225,1.7746478873239437,4.323943661971831,0.4225352112676056,0.5915492957746479,58680000,1.5792058623040217
7195,2008.0,Keith Bogans,2565000.0,2.0,27.0,ORL,82.0,35.0,10.9,0.5589999999999999,0.696,0.187,2.3,11.3,7.0,7.1,1.4,0.3,7.7,14.4,2.6,2.3,4.9,0.106,1.2,0.1,1.3,1.8,0.41,0.36200000000000004,0.52,0.536,0.736,0.4268292682926829,26.804878048780488,0.5121951219512195,2.731707317073171,3.2439024390243905,1.2682926829268293,0.7195121951219512,0.12195121951219512,0.6463414634146342,2.0,8.670731707317072,2.9390243902439024,7.170731707317073,1.8048780487804879,4.987804878048781,1.1341463414634145,2.182926829268293,0.9878048780487805,1.3414634146341464,58680000,4.3711656441717786
7198,2008.0,Kendrick Perkins,4578880.0,5.0,23.0,BOS,78.0,78.0,13.3,0.632,0.003,0.526,9.6,19.3,14.8,6.8,0.9,4.9,22.6,13.5,1.9,4.3,6.2,0.156,-1.7,4.3,2.6,2.2,0.615,0.0,0.617,0.615,0.623,1.0,24.512820512820515,1.858974358974359,4.217948717948718,6.076923076923077,1.0769230769230769,0.3974358974358974,1.4615384615384615,1.6025641025641026,3.1025641025641026,6.948717948717949,2.7435897435897436,4.461538461538462,0.0,0.01282051282051282,2.7435897435897436,4.448717948717949,1.4615384615384615,2.3461538461538463,58680000,7.803135650988412
7199,2008.0,Kenny Thomas,8562500.0,4.0,30.0,SAC,23.0,3.0,2.6,0.39799999999999996,0.0,0.132,7.7,17.7,12.8,6.5,1.1,0.3,34.3,9.7,-0.5,0.2,-0.3,-0.047,-6.0,0.1,-5.9,-0.3,0.42100000000000004,0.0,0.42100000000000004,0.42100000000000004,0.0,0.13043478260869565,12.217391304347826,0.782608695652174,1.8695652173913044,2.652173913043478,0.5652173913043478,0.2608695652173913,0.043478260869565216,0.9130434782608695,1.6521739130434783,1.391304347826087,0.6956521739130435,1.6521739130434783,0.0,0.0,0.6956521739130435,1.6521739130434783,0.0,0.21739130434782608,58680000,14.591854124062714
7200,2008.0,Kenyon Martin,14431816.0,4.0,30.0,DEN,71.0,71.0,14.7,0.5529999999999999,0.016,0.303,5.4,17.5,11.6,6.3,2.0,2.8,10.3,17.4,2.0,3.0,5.0,0.111,-1.5,1.6,0.1,1.1,0.5379999999999999,0.182,0.544,0.539,0.58,1.0,30.408450704225352,1.4788732394366197,5.014084507042254,6.492957746478873,1.267605633802817,1.2394366197183098,1.1971830985915493,1.2816901408450705,3.3098591549295775,12.352112676056338,5.295774647887324,9.845070422535212,0.028169014084507043,0.15492957746478872,5.267605633802817,9.690140845070422,1.732394366197183,2.9859154929577465,58680000,24.594096796182686
7201,2008.0,Kevin Durant,4484040.0,2.0,19.0,OKC,80.0,80.0,15.8,0.519,0.15,0.32799999999999996,2.8,10.9,6.9,12.0,1.4,1.9,12.9,28.1,0.4,1.9,2.3,0.04,-0.6,-0.7,-1.4,0.4,0.43,0.28800000000000003,0.455,0.451,0.873,1.0,34.6,0.875,3.475,4.35,2.4,0.975,0.9375,2.9,1.525,20.3,7.3375,17.075,0.7375,2.5625,6.6,14.5125,4.8875,5.6,58680000,7.6415132924335385
7202,2008.0,Kevin Garnett,24751934.0,4.0,31.0,BOS,71.0,71.0,25.3,0.588,0.011000000000000001,0.33899999999999997,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,12.9,0.265,2.7,4.7,7.4,5.5,0.539,0.0,0.545,0.539,0.8009999999999999,1.0,32.7887323943662,1.9014084507042253,7.323943661971831,9.225352112676056,3.436619718309859,1.408450704225352,1.2535211267605635,1.943661971830986,2.295774647887324,18.830985915492956,7.52112676056338,13.943661971830986,0.0,0.15492957746478872,7.52112676056338,13.788732394366198,3.788732394366197,4.732394366197183,58680000,42.181209952283574
7203,2008.0,Kevin Martin,8760335.0,2.0,24.0,SAC,61.0,57.0,21.0,0.618,0.29100000000000004,0.632,2.6,11.8,7.3,10.1,1.4,0.2,10.1,26.2,7.4,1.1,8.4,0.183,3.9,-2.8,1.1,1.7,0.456,0.402,0.478,0.515,0.8690000000000001,0.9344262295081968,36.32786885245902,0.7868852459016393,3.6885245901639343,4.475409836065574,2.1147540983606556,1.0163934426229508,0.08196721311475409,2.1475409836065573,2.459016393442623,23.65573770491803,6.836065573770492,14.98360655737705,1.7540983606557377,4.360655737704918,5.081967213114754,10.62295081967213,8.229508196721312,9.475409836065573,58680000,14.928996250852078
7204,2008.0,Kevin Ollie,1262275.0,2.0,35.0,PHI,40.0,0.0,9.7,0.46299999999999997,0.013999999999999999,0.217,1.6,6.0,3.8,18.7,1.8,0.0,6.2,12.1,0.3,0.2,0.5,0.084,-2.8,-1.7,-4.6,-0.2,0.42,0.0,0.426,0.42,0.8,0.0,7.5,0.1,0.375,0.475,0.95,0.25,0.0,0.125,0.7,1.75,0.725,1.725,0.0,0.025,0.725,1.7,0.3,0.375,58680000,2.1511162235855488
7205,2008.0,Keyon Dooling,3300000.0,1.0,27.0,ORL,72.0,1.0,14.1,0.5720000000000001,0.154,0.456,0.6,7.8,4.4,16.0,1.4,0.3,10.7,19.6,2.4,1.2,3.7,0.132,-0.5,-1.3,-1.8,0.1,0.46799999999999997,0.33799999999999997,0.49200000000000005,0.494,0.845,0.013888888888888888,18.52777777777778,0.09722222222222222,1.3055555555555556,1.4027777777777777,1.8472222222222223,0.5,0.06944444444444445,0.8472222222222222,1.8194444444444444,8.069444444444445,2.75,5.875,0.3055555555555556,0.9027777777777778,2.4444444444444446,4.972222222222222,2.263888888888889,2.6805555555555554,58680000,5.623721881390593
7206,2008.0,Kirk Hinrich,10000000.0,1.0,27.0,CHI,75.0,72.0,13.1,0.501,0.301,0.17800000000000002,1.3,10.6,5.8,30.9,1.9,0.6,15.4,18.9,1.5,2.1,3.6,0.07200000000000001,0.1,-0.9,-0.8,0.7,0.414,0.35,0.442,0.467,0.831,0.96,31.733333333333334,0.37333333333333335,2.88,3.2533333333333334,6.026666666666666,1.16,0.25333333333333335,2.0933333333333333,2.986666666666667,11.493333333333334,4.4,10.626666666666667,1.12,3.2,3.28,7.426666666666667,1.5733333333333333,1.8933333333333333,58680000,17.04158145875937
7210,2008.0,Kobe Bryant,21262500.0,2.0,29.0,LAL,82.0,82.0,24.2,0.5760000000000001,0.24600000000000002,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,13.8,0.20800000000000002,5.1,0.3,5.4,6.0,0.45899999999999996,0.361,0.49,0.503,0.84,1.0,38.926829268292686,1.146341463414634,5.158536585365853,6.304878048780488,5.378048780487805,1.8414634146341464,0.4878048780487805,3.1341463414634148,2.768292682926829,28.329268292682926,9.451219512195122,20.609756097560975,1.829268292682927,5.060975609756097,7.621951219512195,15.548780487804878,7.597560975609756,9.048780487804878,58680000,36.234662576687114
7212,2008.0,Kris Humphries,3200000.0,4.0,22.0,TOR,70.0,0.0,15.7,0.512,0.006,0.37200000000000005,11.4,21.8,16.6,4.9,1.4,2.5,10.8,22.1,0.6,1.3,1.8,0.096,-2.8,-0.3,-3.2,-0.3,0.483,0.0,0.486,0.483,0.605,0.0,13.214285714285714,1.2857142857142858,2.414285714285714,3.7,0.4,0.35714285714285715,0.4,0.6714285714285714,1.5285714285714285,5.671428571428572,2.3,4.757142857142857,0.0,0.02857142857142857,2.3,4.728571428571429,1.0714285714285714,1.7714285714285714,58680000,5.453306066802999
7214,2008.0,Kurt Thomas,4200000.0,5.0,35.0,OKC,42.0,39.0,15.8,0.536,0.0,0.207,9.7,28.2,19.0,7.6,1.6,2.9,8.7,13.2,1.4,1.6,3.0,0.134,-1.4,2.8,1.4,0.9,0.513,0.0,0.513,0.513,0.696,0.9285714285714286,25.238095238095237,2.238095238095238,6.5476190476190474,8.785714285714286,1.2619047619047619,0.8333333333333334,1.0238095238095237,0.6666666666666666,3.119047619047619,7.5476190476190474,3.3095238095238093,6.4523809523809526,0.0,0.0,3.3095238095238093,6.4523809523809526,0.9285714285714286,1.3333333333333333,58680000,7.157464212678937
7215,2008.0,Kurt Thomas,4200000.0,4.0,35.0,SAS,28.0,9.0,11.1,0.465,0.008,0.192,8.2,22.7,15.5,4.2,2.2,2.0,11.7,14.0,-0.1,1.2,1.1,0.1,-4.6,3.0,-1.6,0.1,0.44799999999999995,0.0,0.452,0.44799999999999995,0.583,0.32142857142857145,18.714285714285715,1.2857142857142858,3.642857142857143,4.928571428571429,0.5,0.75,0.5,0.6428571428571429,2.0357142857142856,4.5,2.0,4.464285714285714,0.0,0.03571428571428571,2.0,4.428571428571429,0.5,0.8571428571428571,58680000,7.157464212678937
7217,2008.0,Kwame Brown,4000000.0,5.0,25.0,LAL,23.0,14.0,9.7,0.503,0.0,0.621,7.0,20.9,14.3,7.7,1.6,2.7,22.0,14.6,-0.3,0.8,0.5,0.047,-4.2,2.3,-1.9,0.0,0.515,0.0,0.515,0.515,0.406,0.6086956521739131,22.130434782608695,1.3478260869565217,4.3478260869565215,5.695652173913044,1.2173913043478262,0.6956521739130435,0.8260869565217391,1.608695652173913,2.5217391304347827,5.739130434782608,2.3043478260869565,4.478260869565218,0.0,0.0,2.3043478260869565,4.478260869565218,1.1304347826086956,2.782608695652174,58680000,6.81663258350375
7220,2008.0,Kyle Korver,4956818.0,4.0,26.0,PHI,25.0,0.0,10.5,0.515,0.47600000000000003,0.15,2.1,11.1,6.6,7.9,1.6,0.7,10.4,18.5,0.4,0.6,1.0,0.075,-0.5,-1.0,-1.5,0.1,0.396,0.35200000000000004,0.43700000000000006,0.48,0.912,0.0,26.28,0.48,2.44,2.92,1.32,0.8,0.24,1.12,2.68,9.96,3.6,9.08,1.52,4.32,2.08,4.76,1.24,1.36,58680000,8.44720177232447
7221,2008.0,Kyle Korver,4956818.0,2.0,26.0,UTA,50.0,0.0,14.2,0.629,0.54,0.276,1.0,10.1,5.6,9.3,1.1,1.7,10.7,18.2,2.3,0.9,3.2,0.141,2.4,-1.3,1.1,0.8,0.474,0.38799999999999996,0.575,0.579,0.917,0.0,21.5,0.18,1.8,1.98,1.36,0.44,0.46,0.94,2.5,9.82,3.3,6.96,1.46,3.76,1.84,3.2,1.76,1.92,58680000,8.44720177232447
7222,2008.0,Kyle Lowry,1163520.0,1.0,21.0,MEM,82.0,9.0,14.3,0.531,0.23600000000000002,0.588,2.2,11.3,6.7,21.8,2.2,0.8,14.6,18.6,2.1,1.3,3.4,0.078,-0.2,-0.4,-0.6,0.8,0.43200000000000005,0.257,0.48700000000000004,0.46299999999999997,0.698,0.10975609756097561,25.475609756097562,0.5,2.548780487804878,3.048780487804878,3.6097560975609757,1.1219512195121952,0.2682926829268293,1.548780487804878,2.2560975609756095,9.646341463414634,3.1219512195121952,7.219512195121951,0.43902439024390244,1.7073170731707317,2.682926829268293,5.512195121951219,2.9634146341463414,4.2439024390243905,58680000,1.9828220858895704
7224,2008.0,Lamar Odom,14148596.0,4.0,28.0,LAL,77.0,77.0,16.9,0.5820000000000001,0.142,0.413,7.8,22.7,15.6,13.8,1.3,1.8,14.2,16.5,5.3,4.3,9.7,0.159,1.3,2.5,3.8,4.3,0.525,0.27399999999999997,0.5660000000000001,0.544,0.698,1.0,37.935064935064936,2.5584415584415585,8.077922077922079,10.636363636363637,3.5454545454545454,0.974025974025974,0.935064935064935,2.0259740259740258,2.883116883116883,14.207792207792208,5.415584415584416,10.324675324675324,0.4025974025974026,1.4675324675324675,5.012987012987013,8.857142857142858,2.9740259740259742,4.259740259740259,58680000,24.111445126107704
7225,2008.0,LaMarcus Aldridge,4631400.0,4.0,22.0,POR,76.0,76.0,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.1,0.7,0.8,1.8,0.484,0.14300000000000002,0.486,0.484,0.762,1.0,34.85526315789474,2.8947368421052633,4.7105263157894735,7.605263157894737,1.605263157894737,0.7236842105263158,1.236842105263158,1.6578947368421053,3.1578947368421053,17.763157894736842,7.381578947368421,15.263157894736842,0.013157894736842105,0.09210526315789473,7.368421052631579,15.171052631578947,2.986842105263158,3.9210526315789473,58680000,7.8926380368098155
7228,2008.0,Larry Hughes,12827676.0,1.0,29.0,CLE,40.0,32.0,11.6,0.467,0.264,0.226,2.5,11.3,6.7,13.1,2.6,0.7,12.0,22.4,-0.4,1.5,1.1,0.042,-2.2,-0.1,-2.3,-0.1,0.377,0.341,0.389,0.42200000000000004,0.815,0.8,30.25,0.675,2.9,3.575,2.35,1.5,0.275,1.8,2.275,12.275,4.5,11.95,1.075,3.15,3.425,8.8,2.2,2.7,58680000,21.860388548057262
7229,2008.0,Larry Hughes,12827676.0,2.0,29.0,CHI,28.0,25.0,12.4,0.469,0.21100000000000002,0.248,1.6,10.8,6.1,17.9,2.5,0.6,10.9,22.0,-0.1,0.8,0.7,0.043,-1.5,-0.3,-1.9,0.0,0.387,0.353,0.396,0.424,0.775,0.8928571428571429,28.928571428571427,0.42857142857142855,2.6785714285714284,3.107142857142857,3.107142857142857,1.3928571428571428,0.21428571428571427,1.5714285714285714,1.7142857142857142,12.0,4.464285714285714,11.535714285714286,0.8571428571428571,2.4285714285714284,3.607142857142857,9.107142857142858,2.2142857142857144,2.857142857142857,58680000,21.860388548057262
7230,2008.0,Leandro Barbosa,6100000.0,2.0,25.0,PHO,82.0,12.0,15.8,0.575,0.413,0.209,2.0,8.2,5.4,13.5,1.5,0.5,9.5,22.8,3.9,1.6,5.5,0.109,2.4,-1.8,0.6,1.6,0.462,0.389,0.514,0.5429999999999999,0.8220000000000001,0.14634146341463414,29.524390243902438,0.4878048780487805,2.3292682926829267,2.817073170731707,2.6341463414634148,0.9146341463414634,0.21951219512195122,1.4268292682926829,2.3780487804878048,15.646341463414634,5.7560975609756095,12.451219512195122,2.0,5.146341463414634,3.7560975609756095,7.304878048780488,2.1341463414634148,2.597560975609756,58680000,10.395364689843218
7231,2008.0,LeBron James,14410581.0,3.0,23.0,CLE,75.0,74.0,29.1,0.568,0.21899999999999997,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,15.2,0.242,9.0,2.3,11.2,10.1,0.484,0.315,0.531,0.518,0.7120000000000001,0.9866666666666667,40.36,1.7733333333333334,6.12,7.8933333333333335,7.1866666666666665,1.84,1.08,3.4,2.2,30.0,10.586666666666666,21.893333333333334,1.5066666666666666,4.786666666666667,9.08,17.106666666666666,7.32,10.28,58680000,24.55790899795501
7232,2008.0,Leon Powe,797581.0,5.0,24.0,BOS,56.0,5.0,20.9,0.629,0.004,0.7170000000000001,14.9,18.3,16.7,3.3,1.0,1.6,10.8,22.8,2.7,1.6,4.3,0.256,0.6,-1.5,-0.9,0.2,0.5720000000000001,0.0,0.575,0.5720000000000001,0.71,0.08928571428571429,14.446428571428571,1.6964285714285714,2.357142857142857,4.053571428571429,0.26785714285714285,0.26785714285714285,0.2857142857142857,0.7678571428571429,2.267857142857143,7.946428571428571,2.75,4.803571428571429,0.0,0.017857142857142856,2.75,4.785714285714286,2.4464285714285716,3.4464285714285716,58680000,1.3592041581458758
7233,2008.0,Linas Kleiza,1824493.0,3.0,23.0,DEN,79.0,13.0,14.4,0.585,0.42,0.32299999999999995,5.4,13.5,9.5,7.5,1.1,0.7,10.6,18.9,3.1,1.6,4.7,0.11900000000000001,1.1,-1.7,-0.6,0.7,0.47200000000000003,0.33899999999999997,0.568,0.5429999999999999,0.77,0.16455696202531644,23.911392405063292,1.1645569620253164,3.050632911392405,4.215189873417722,1.2025316455696202,0.5569620253164557,0.24050632911392406,1.1265822784810127,2.2911392405063293,11.139240506329115,3.9367088607594938,8.341772151898734,1.1898734177215189,3.5063291139240507,2.7468354430379747,4.8354430379746836,2.0759493670886076,2.6962025316455698,58680000,3.1092246080436268
7234,2008.0,Lindsey Hunter,1143473.0,1.0,37.0,DET,24.0,0.0,8.8,0.42700000000000005,0.406,0.141,2.2,5.0,3.6,23.3,3.3,0.7,16.1,17.7,-0.1,0.3,0.2,0.048,-2.4,-0.3,-2.7,0.0,0.344,0.26899999999999996,0.395,0.39799999999999996,0.778,0.0,8.958333333333334,0.16666666666666666,0.375,0.5416666666666666,1.375,0.5416666666666666,0.08333333333333333,0.5416666666666666,1.25,2.4166666666666665,0.9166666666666666,2.6666666666666665,0.2916666666666667,1.0833333333333333,0.625,1.5833333333333333,0.2916666666666667,0.375,58680000,1.9486588275391954
7244,2008.0,Luis Scola,3100667.0,4.0,27.0,HOU,82.0,39.0,16.1,0.5479999999999999,0.004,0.35100000000000003,9.9,19.3,14.6,8.9,1.6,0.7,12.0,19.8,2.8,3.7,6.5,0.154,-0.9,1.4,0.4,1.3,0.515,0.0,0.517,0.515,0.6679999999999999,0.47560975609756095,24.682926829268293,2.1219512195121952,4.280487804878049,6.402439024390244,1.2926829268292683,0.7317073170731707,0.23170731707317074,1.2804878048780488,2.8658536585365852,10.329268292682928,4.2073170731707314,8.170731707317072,0.0,0.036585365853658534,4.2073170731707314,8.134146341463415,1.9146341463414633,2.8658536585365852,58680000,5.284026925698704
